Iteration,Metric,Min,Avg,Std,Max
0,Susceptible,0.9375,0.978,0.012884098726725149,0.9875
0,Infected,0.0125,0.022000000000000002,0.012884098726725125,0.0625
0,Recovered_Immune,0.0,0.0,0.0,0.0
0,Death,0.0,0.0,0.0,0.0
0,Asymptomatic,1.0,1.0,0.0,1.0
0,Hospitalization,0.0,0.0,0.0,0.0
0,Severe,0.0,0.0,0.0,0.0
0,Q1,403.3233379704408,421.957620066857,10.066914199210713,446.5197384723541
0,Q2,805.695444325468,842.6815264260846,17.491415172179195,880.7314166821242
0,Q3,1301.2828847834378,1365.8352900922316,30.94397891676565,1439.8477521140073
0,Q4,2007.729926665574,2100.843383813526,55.93000009285033,2275.889751831676
0,Q5,5584.7071086477845,5870.873002821248,132.08311621729433,6212.699044905403
1,Susceptible,0.925,0.9692500000000002,0.01771475373805689,0.9875
1,Infected,0.0125,0.030750000000000003,0.017714753738056876,0.075
1,Recovered_Immune,0.0,0.0,0.0,0.0
1,Death,0.0,0.0,0.0,0.0
1,Asymptomatic,1.0,1.0,0.0,1.0
1,Hospitalization,0.0,0.0,0.0,0.0
1,Severe,0.0,0.0,0.0,0.0
1,Q1,408.7823423997185,443.9435847765411,13.943218653687923,470.8624197135315
1,Q2,823.3976939713069,886.1938767721704,27.740692240101385,958.141976412876
1,Q3,1340.4751704242824,1436.1796767576902,50.864287315367896,1548.9521203612799
1,Q4,2017.400158817442,2198.763219848442,88.0267071438386,2393.4190418337525
1,Q5,5712.49494183219,6124.893138871561,228.08324230220416,6729.949862031761
2,Susceptible,0.9,0.9564999999999999,0.025646637206464325,0.9875
2,Infected,0.0125,0.043250000000000004,0.02515079521605629,0.1
2,Recovered_Immune,0.0,0.0,0.0,0.0
2,Death,0.0,0.00025,0.0017500000000000005,0.0125
2,Asymptomatic,0.9875,0.99925,0.0029685855217594687,1.0
2,Hospitalization,0.0,0.0005,0.002449489742783178,0.0125
2,Severe,0.0,0.0,0.0,0.0
2,Q1,420.64976024452056,465.5546988480286,17.452083063211507,505.3614156643245
2,Q2,834.5718250504053,929.086405735705,37.33741275646917,1015.4340686316423
2,Q3,1381.1746650587465,1505.9083180114376,65.87108605151816,1640.9898036539428
2,Q4,2027.2917681489453,2293.0314647918444,124.08806089201617,2582.248505988017
2,Q5,5844.603122384677,6369.819236837871,310.11563696642503,7144.718561240609
3,Susceptible,0.8625,0.9442499999999998,0.032997158968614264,0.9875
3,Infected,0.0125,0.05550000000000001,0.03251538097577822,0.1375
3,Recovered_Immune,0.0,0.0,0.0,0.0
3,Death,0.0,0.00025,0.0017500000000000005,0.0125
3,Asymptomatic,0.9875,0.9990000000000001,0.0033911649915626223,1.0
3,Hospitalization,0.0,0.0007500000000000001,0.0029685855217594795,0.0125
3,Severe,0.0,0.0,0.0,0.0
3,Q1,435.0617737155268,487.5030901052049,21.30636678972743,524.1210542610052
3,Q2,848.8512346419279,972.6283972705274,51.12407342323278,1097.586251501055
3,Q3,1426.0850111810632,1576.6086081718174,83.47366210928521,1743.0274363304454
3,Q4,2112.259379447986,2396.8702033037425,170.03883338897342,2936.5984090969264
3,Q5,5904.765889104381,6653.804616845567,372.74729586150227,7463.349657560919
4,Susceptible,0.8375,0.9287499999999999,0.04424717505106965,0.9875
4,Infected,0.0125,0.07075000000000001,0.044131196448770796,0.1625
4,Recovered_Immune,0.0,0.0,0.0,0.0
4,Death,0.0,0.0005,0.0024494897427831783,0.0125
4,Asymptomatic,0.9875,0.998,0.004582575694955824,1.0
4,Hospitalization,0.0,0.0015000000000000002,0.004062019202317981,0.0125
4,Severe,0.0,0.0,0.0,0.0
4,Q1,443.5006206852284,508.99359303569685,25.33685029800026,551.490273406455
4,Q2,870.8533447042475,1017.9615691040116,65.67171592918645,1189.4131009620232
4,Q3,1450.9430363572303,1648.7169072033553,101.92153004612682,1840.6006438126915
4,Q4,2125.5667417004556,2485.492797357122,197.38907318507617,3013.9643487209355
4,Q5,6017.8019882409335,6909.670196485936,438.8211852699724,7902.77110191695
5,Susceptible,0.775,0.91525,0.053402364179875025,0.9875
5,Infected,0.0125,0.084,0.052799147720394124,0.225
5,Recovered_Immune,0.0,0.0,0.0,0.0
5,Death,0.0,0.0007500000000000001,0.0029685855217594795,0.0125
5,Asymptomatic,0.9875,0.99775,0.004802343178074619,1.0
5,Hospitalization,0.0,0.0015000000000000002,0.004062019202317981,0.0125
5,Severe,0.0,0.0,0.0,0.0
5,Q1,426.5883826597986,532.5812358707477,32.06417300588399,588.3995259584017
5,Q2,894.0091284241719,1059.9888193612776,74.69974295252207,1261.933156805968
5,Q3,1473.9536436813,1718.0020081125197,120.28950763511111,1953.2395275074018
5,Q4,2162.946873078692,2576.394309856501,229.89088548823216,3198.349332336271
5,Q5,6066.376765436293,7187.348635123642,514.7370366992258,8368.047872316982
6,Susceptible,0.75,0.89725,0.0645798923814526,0.9875
6,Infected,0.0125,0.10175000000000001,0.06344338026933936,0.2375
6,Recovered_Immune,0.0,0.0,0.0,0.0
6,Death,0.0,0.001,0.003391164991562634,0.0125
6,Asymptomatic,0.975,0.996,0.006344288770224744,1.0
6,Hospitalization,0.0,0.003,0.0058949130612757986,0.025
6,Severe,0.0,0.0,0.0,0.0
6,Q1,443.4056130438702,554.7471768887285,36.59006039705487,614.522455589768
6,Q2,869.8879335220029,1101.7613287219783,96.7747904703966,1317.6007366606357
6,Q3,1503.110388041384,1797.0610954450437,144.63425987229687,2110.3332896593797
6,Q4,2172.6334636330557,2687.0455732938517,273.7001795349568,3435.9673924539675
6,Q5,6175.75500669812,7445.6041366283325,590.4259877800374,8580.11506078892
7,Susceptible,0.675,0.877,0.07596709814123481,0.9875
7,Infected,0.0125,0.12150000000000002,0.07441606009457906,0.3125
7,Recovered_Immune,0.0,0.0,0.0,0.0
7,Death,0.0,0.0015000000000000002,0.004062019202317981,0.0125
7,Asymptomatic,0.975,0.9939999999999999,0.00874642784226795,1.0
7,Hospitalization,0.0,0.004,0.006819090848492929,0.025
7,Severe,0.0,0.0005,0.0024494897427831783,0.0125
7,Q1,451.56619566196156,574.281605967877,39.048264296594894,641.9799722433668
7,Q2,879.7074283912978,1144.465505668646,113.30900693373017,1419.179503726164
7,Q3,1511.751215969295,1861.7715191857203,161.37794629820934,2158.1825505082916
7,Q4,2246.3218891694214,2782.072026994289,310.73761874089513,3731.3822622204725
7,Q5,6314.6614284282405,7713.0442916445745,671.0017327386794,8967.357728183297
8,Susceptible,0.6375,0.86125,0.08482518788661775,0.9875
8,Infected,0.0125,0.13725,0.08342249396895299,0.35
8,Recovered_Immune,0.0,0.0,0.0,0.0
8,Death,0.0,0.0015000000000000002,0.004062019202317981,0.0125
8,Asymptomatic,0.9625,0.9927499999999999,0.010335013304297189,1.0
8,Hospitalization,0.0,0.00525,0.008325412902673357,0.0375
8,Severe,0.0,0.0005,0.0024494897427831783,0.0125
8,Q1,462.4726440804534,594.945954058538,44.44219651603578,686.1476163984801
8,Q2,908.7012242696815,1183.3820140166565,123.67715504439944,1458.1462767105284
8,Q3,1516.6503441025184,1925.7322982318947,176.24529761170342,2229.377202170646
8,Q4,2263.0561751286673,2880.289954367748,345.37946860910796,3952.602841521663
8,Q5,6487.566194371459,7975.438588564687,754.3178378071564,9675.798591774024
9,Susceptible,0.6125,0.8427499999999999,0.09230012188507662,0.9875
9,Infected,0.0125,0.15575,0.09083673541029531,0.375
9,Recovered_Immune,0.0,0.0,0.0,0.0
9,Death,0.0,0.0015000000000000002,0.004062019202317981,0.0125
9,Asymptomatic,0.9625,0.9904999999999999,0.010476163419878474,1.0
9,Hospitalization,0.0,0.006750000000000001,0.007586995452746759,0.025
9,Severe,0.0,0.00125,0.0037500000000000003,0.0125
9,Q1,469.2325666938606,615.9084307104857,48.37092155035681,700.6911024701192
